timestamp,throttle_cmd,steering_cmd,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw
2026-01-10_181433,3.0,-0.0,1900,1500
2026-01-10 18:14:33,3.0,-0.0,1100,1100,999,1499,999,999,0,0
2026-01-10_181434,3.0,-0.0,1900,1500
2026-01-10 18:14:34,3.0,-0.0,1108,1108,999,1499,999,1999,0,0
2026-01-10_181435,3.0,-0.0,1900,1500
2026-01-10 18:14:35,3.0,-0.0,1108,1108,999,1499,999,1999,0,0
2026-01-10_181436,3.0,-0.0,1900,1500
2026-01-10 18:14:36,3.0,-0.0,1108,1108,999,1499,999,1999,0,0
2026-01-10_181437,3.0,-0.0,1900,1500
2026-01-10 18:14:37,3.0,-0.0,1108,1108,999,1499,999,1999,0,0
2026-01-10_181438,3.0,-0.0,1900,1500
2026-01-10 18:14:38,3.0,-0.0,1100,1100,999,1499,999,1999,0,0
2026-01-10_181439,3.0,-0.0,1900,1500
2026-01-10 18:14:39,3.0,-0.0,1100,1100,999,1499,999,1999,0,0
2026-01-10_181440,3.0,-0.0,1900,1500
2026-01-10 18:14:40,3.0,-0.0,1100,1100,999,1499,999,1999,0,0
2026-01-10_181523,1.0,-0.0,1900,1500
2026-01-10 18:15:23,1.0,-0.0,1100,1100,999,1499,999,1999,0,0
2026-01-10_181524,1.0,-0.0,1900,1500
2026-01-10 18:15:24,1.0,-0.0,1100,1100,999,1499,999,2000,0,0
2026-01-10_181525,1.0,-0.0,1900,1500
2026-01-10 18:15:25,1.0,-0.0,1100,1100,999,1499,999,1999,0,0
2026-01-10_181526,1.0,-0.0,1900,1500
2026-01-10 18:15:26,1.0,-0.0,1100,1100,999,1499,999,2000,0,0
2026-01-10_181527,1.0,-0.0,1900,1500
2026-01-10 18:15:27,1.0,-0.0,1100,1100,999,1499,999,2000,0,0
2026-01-10_181528,1.0,-0.0,1900,1500
2026-01-10 18:15:28,1.0,-0.0,1100,1100,999,1499,999,1999,0,0
2026-01-10_181529,1.0,-0.0,1900,1500
2026-01-10 18:15:29,1.0,-0.0,1100,1100,999,1499,999,1999,0,0
2026-01-10_181530,1.0,-0.0,1900,1500
2026-01-10 18:15:30,1.0,-0.0,1100,1100,999,1499,999,2000,0,0
